player_tag,final_elo,last_observed_trophies,matches_played
80UY8UY2L,1190.0,8844,648
9Q2LV0RYG,1125.0,8612,648
2YR2JJ0VP,1094.5,8597,648
8LVGL90Q,1032.4,8563,647
J0908Y9J,1274.7,8500,647
8QULUGUY,1237.0,8584,647
82YY0C08J,1192.7,8620,647
9VCP0GQL,1285.9,8562,647
RGPQ2VC8P,1275.8,9000,647
9GGPL0JUY,1147.0,9000,647
P0UGG28QC,1132.8,8584,647
PJ8JVCQVP,1195.2,8559,647
LLV9G2QU,956.3,8438,646
8LG0Y2LJ8,1112.9,8500,646
9PCG98UU,1136.6,8561,646
2U9CY8R8L,1280.0,8765,646
20YCGCJ8G,1106.3,8863,646
PU22PG2G,1149.8,8524,646
9YCGVR0Y,1453.2,9000,645
C99VL8JC,1114.4,8500,645
G2V90JRU,1186.1,8500,645
2R20Q0LU,1030.9,8766,645
8PJY9RC8V,1178.7,9000,645
2CP90RYP,1144.3,8785,645
89QY8UL2,1182.5,9000,644
PYP2QVGVU,1165.6,8502,644
2Y08LY22C,1162.2,8680,643
Y9J2GLC2,1092.5,8539,643
UJ8PGP0,1110.4,8557,643
C00QRQPU,1188.1,8703,642
8CQGGQGP0,1384.6,8900,642
G00YUP88,1235.5,8619,642
2VQCU0990,1167.1,8757,642
2VGUQ92VL,1191.7,8537,641
JQ082L9Y8,1236.6,8642,641
Y9JQYYLQY,1163.9,8579,641
PQJQQ2QV,1177.2,8532,641
PR2J0VG20,1197.3,9000,641
2P8Q09R,1365.2,9000,641
UC8YQLV,1115.8,8552,641
200R0LU,1225.0,9000,641
PJLC8YGL,1386.4,9000,641
8Y0LRJYVV,1301.0,9000,641
9RRYQVP2Y,1143.9,8501,640
RU9UR02GY,1065.7,9000,640
PYVUGPPLC,1163.9,8591,640
9V88GCP8,1299.3,9000,640
2R2LQJ99R,1293.2,9000,640
2QUPG8RLL,1274.0,8909,639
2VG00VVYG,1195.8,8773,639
8YV2L8J8,1200.3,9000,639
C8GYG2QP8,1164.5,9000,639
282LUCLYR,1244.2,9000,639
2QVY8YVLR,1143.7,9000,639
9UUQY8GR,1294.1,8697,639
2PGP29GL2,988.4,8712,639
UYQCPP02,1192.4,8530,639
8UU2QYL,1286.6,9000,639
GG9PVYULR,1186.4,8558,639
UUR8R9YY,1270.4,8743,639
8C9GYJ2J2,1229.9,8677,638
90RUV82Q0,1219.7,8910,638
2VYPVLQPU,1148.8,8532,638
GYG0RRRL,1248.6,8656,638
L92899LUG,1368.1,8824,638
98PYV,1158.4,8612,637
Q9LJ2QU8Q,1259.0,8715,637
LG99LQ2RQ,1103.3,8626,637
RJCC8PL20,1193.8,8500,636
PL0UULPR8,1159.0,8500,636
PLPJ82PGY,1210.7,9000,636
PYRUJG0RV,1294.8,9000,635
YULJGPYJY,1393.3,9000,635
URQJ2VL,1199.9,8653,635
JRULVLVLP,1216.4,8560,635
290PPJC9C,1274.6,9000,635
2QRPCCPPG,1250.0,8645,635
LRQVJ9PUL,1184.3,8635,634
2VCULR9YU,1140.1,9000,634
CJJLV8V2L,1009.3,8500,634
Q9809C8Q2,1202.7,8527,634
9J0CLQVV,1169.9,8705,634
2UQJU0220,1240.6,9000,634
8YR2U0PJ,1177.7,8579,634
PRGGG9PJ,1240.5,8622,634
2YLLQ8R9L,1034.7,8500,633
898RYRVGC,1040.3,8500,633
2PPY8U88,1303.8,9000,633
RVQYJJ89,1235.7,8615,633
9YLGQGLL,1298.9,8822,633
9PYLCJL28,1249.1,9000,633
2Q0J89RCU,1147.7,9000,633
82LJLYYU2,1207.7,8501,633
YYJ8JGPQ,1135.7,9000,633
QR8Q28VJL,1043.4,8564,632
8UQR2J09Q,1035.2,8530,632
JVPJGQYQY,1153.3,8677,632
YCRCL9C0,1260.4,9000,632
98C8Q2R0,1143.0,8650,632
G9UPY2YP8,1117.6,9000,631
829JGQ0R9,1269.2,8803,631
92QJ2VVCU,1242.2,9000,631
8JUGLQUJ9,1118.4,8502,631
JLRGURPJ0,976.0,8500,631
P2LJ8L8Q9,1232.4,8874,631
GCUGQ8V9,1182.2,8561,630
8LJVU2PCQ,1166.9,8635,630
2PRUJP9JR,1241.9,8618,630
8CY929V0,1215.1,8562,630
L928YCQ,1103.5,8500,629
82J2R8CV2,1276.9,8592,629
R2V8RLGUY,1287.4,8409,629
LQL02UU9C,1184.5,8500,629
8VULCQC8V,1106.8,9000,629
YV9QG88,1142.0,8590,629
U8C2RQ2V,1214.0,9000,628
PRL9GULUL,1126.9,9000,628
2QQ80JR0V,1286.5,8448,628
P8RQ8RLCP,1310.0,9000,628
UYR009UU,1233.5,8622,628
8P02G8UV,1235.9,8626,627
P2YUCPPYP,1275.8,9000,627
L2YLLL98,1191.8,8650,627
L20G28JQ2,1365.5,8919,627
2YUV9CLJY,1321.7,9000,626
8UU9Y02L2,1202.8,8735,626
2QJ2JUUY,1233.2,8637,626
9G0P89J8,1229.0,8592,626
P2ULYGRGJ,1130.6,9000,626
9VLJJ09RG,1156.5,8610,625
L2YP89RR,1167.1,8530,625
C9UYLCYL,1141.2,8500,625
Q0QC00R,1436.7,9000,625
2G0VY8Y0V,1196.8,8742,625
U2QQQ2RVV,1098.7,8500,625
QQL9LLUR9,1288.0,8646,625
9ULQG9QR2,1230.7,9000,625
28GPGYVGG,1200.1,8363,625
2R0PR92U2,1138.1,8526,624
P2Q2LJGYG,1151.2,9000,623
9LGCYV8P2,1180.8,9000,623
CJYQQUVVR,1176.1,8530,623
9YJY2R8C8,1125.1,8500,622
8G28R2UCJ,1264.2,8721,622
9JLRU89L0,1172.3,8502,622
C2RLQRJRJ,1387.0,8558,622
9G0JUQ80R,1330.1,8822,622
VQU8R0YRU,1090.3,8622,622
9CVURLY2G,1155.9,8714,622
YLJUU8Q,1201.6,8612,622
2CLVCJ9C,1192.9,8718,621
9JU9JJCG,1088.4,8819,621
28YG299PY,1214.0,8613,621
JQVPRCVU,1112.9,8296,621
VLV0GJLL,1254.2,8678,621
PGJPGVQ0,1360.1,9000,621
8PP2C88R,1275.4,8712,621
PLVPV8JGQ,1092.3,8821,621
PJRRYGJ9R,1135.3,8127,620
8YQ020UC9,1290.7,8797,620
VPRJ8GJY,1259.8,8872,620
98UCVQ8G,1315.2,8791,620
CRR898J,1131.4,8560,620
988YURR8,1126.1,8501,620
8VJY8YQJ,1400.0,9000,620
2Y990JLLQ,1142.3,8671,619
2C89L82Q,1281.8,8638,619
PGR09YCVL,1063.8,9000,619
LJGUULRC9,1112.0,8583,619
2L9Y2GPQ,1304.0,9000,619
9GQRC8RQV,1194.7,9000,619
CJ8U20V98,1223.8,9000,618
L0LJPQGGV,1230.3,8573,618
G2P0LLQCY,1121.0,8723,618
92RGJ9GL,1118.8,8500,618
2J8V9JGUQ,1226.4,9000,617
9RVPC0LCV,1127.2,8000,617
80L0CJQP,1191.4,8592,617
29R9VPCC9,1175.9,9000,616
98PRJ8U0P,1190.2,9000,616
CJQP2JQ0,1325.1,8874,616
8PJGJL9QV,1478.8,9000,615
G9YQY9CQ,1163.4,8803,615
8LGYUVVC,1206.0,8612,615
9JURRRUR,1111.4,9000,615
GYC9RPRL,1461.7,9000,614
CQCRPGVJ,1163.6,8565,614
82P00J2JJ,1203.4,8591,614
C80J2LQCL,1241.4,8671,614
UQYJLCU9Q,1117.0,8691,614
JCPL2GVY,1329.4,9000,614
P889JUCY9,1178.5,8533,613
Q0C8PY2L,1127.0,8530,613
82J0Q0QQQ,1090.8,8729,613
LRJRU9JU0,1269.6,8765,613
8R2V80CC,1127.5,8534,613
2LJ2Q8UJR,1151.2,8859,612
9CG2R0P2L,1177.8,8515,611
9L2PP0JLU,1143.2,8530,611
CRY2RY0LG,1212.5,8557,611
2L2YPY9R,1285.7,9000,610
8UJ888LUV,1184.7,8530,610
QLQYP9G9,1289.4,8524,609
PRJU9RJ9J,1135.3,8736,609
8P8Y9RYUY,1180.3,9000,609
P9L0YY8UV,1263.2,8869,609
JP80CPR22,1145.6,8771,609
PL0UQ20V,1195.7,8530,609
9UL8Y9RJG,1280.4,8745,608
P98RY2CL,1149.5,8502,608
G989GGG8,1193.0,8565,608
20QVQ0C9,1101.8,8530,608
2GRYGG8V8,1265.7,8613,608
2R8RYVYVJ,987.8,8593,608
CQYQGQ20Q,1012.0,8506,607
CPL2P2PVG,1356.1,9000,607
8QCJQUCRQ,1128.0,8592,607
P28GYV09,1296.6,9000,607
228YVL9PY,1200.1,8817,607
UPJGYVPQ,1194.4,8665,607
2QPV0J9U2,1025.0,8618,607
2LLVRVJCR,1183.1,8525,607
2QJV9GR00,1222.9,8801,607
JCRYGQRRU,1323.5,8560,607
92L9PV9JP,1251.7,8530,606
2Q2C0LUY8,1335.0,9000,606
R0QRU2CCQ,1231.1,9000,606
8RPQLJ20U,1169.4,8555,606
U2RLGGVL,1130.3,8532,606
VVC9RV89,1059.3,8649,606
900YUGRG2,1123.2,8640,605
9RU0VC9R0,1305.2,9000,605
202V9Q2GG,1311.6,9000,605
8YL899UVG,1223.2,8700,605
8Y88C00UC,1123.8,9000,605
2R8YGCPLR,1271.3,8750,605
P2C2C2JC,1275.6,8557,604
L829RP0L,1250.1,8907,604
2CVR2CVCC,1004.8,8500,604
JP2PQ8UP8,1116.3,8564,604
89L00LGC,1141.3,8533,604
8JPQRP82,989.4,8413,604
88CRYY0C,1187.1,8596,604
2Q88C9YJJ,1180.8,9000,603
8VCY20Q0J,1261.3,9000,603
2YRQ9CYY8,1208.5,8777,603
LL0VCCQG,1246.2,8644,603
9CLU9RVL,1315.8,8513,603
LLVG2R22,1199.9,8539,602
9VJCPC0YC,1138.4,8653,602
20GRC8C9,1302.5,8647,602
9YC99RUQQ,1230.9,8500,602
2V92VRGC0,1259.1,9000,602
9RP2PJPYP,1148.1,8625,602
P29CQPQRC,1252.2,9000,602
Y8QQ2QRR,1206.7,8641,601
89R0RQJ2C,1027.5,8560,601
8G8202JYY,1179.2,9000,601
88GJLQY2,1144.6,8530,601
2U8YJ080L,1234.1,9000,601
2JQPPCQY,1237.1,9000,601
2PL2092UU,1109.7,8583,600
QQ2Q0Q2G,1220.3,8738,600
2882UULV9,1200.5,9000,599
CJP0JCULQ,1238.9,8671,599
9L8LV82QP,1216.2,8652,599
2GQ9J22C0,1164.3,8502,599
Q98RY9U,1295.5,8708,599
VRLRQC0Q,1384.8,9000,599
2V2RG0LQY,1194.4,8613,599
PPLR2UCJU,1230.3,8501,598
9GU02PPG,1236.2,8264,598
UPCC2LGP9,1174.6,9000,598
22LGPUJJ8,1219.4,8622,598
GGC8QRLG,1217.6,9000,598
208GQGPYU,1252.4,8708,598
C0J2RJLLR,1471.3,9000,598
Y2U9U8G2,1241.1,8881,597
2RLQRJ2GU,1220.0,9000,597
C8U90QULR,1142.6,8530,597
9Y9YUVUY8,1208.0,8324,597
C9LQG9LVU,1351.5,8591,597
9LJ0J2YJ,1275.6,9000,596
9R9CCYJPQ,1354.7,8733,596
JCU2GLU,1082.2,8530,596
8Y8VCVQY,1243.7,8885,595
9UL2GJQUV,1084.0,9000,595
RPGRRPJ9C,1103.8,8555,595
R0PJQVRY,1092.7,8530,595
8CPJJP98Q,1100.6,8505,595
2V9CQVPLY,1355.1,8806,595
GJRYJU90R,1244.0,9000,595
82CPR8LVR,1048.3,8501,594
89VYQ8R90,1187.3,9000,594
VCU09VPC,1241.5,8618,594
8P90LV89,1251.2,8615,594
8URRQVV9,1169.9,8561,594
Q0UQ82Q,1139.2,8535,594
U220GG0U,1315.1,9000,594
L82JVPPLV,1087.6,8557,594
R9RCUYRQG,1110.9,8782,594
U2UPQJYUQ,1358.2,9000,593
9LPCGLL80,1234.5,9000,593
2U9CV8YU,1165.1,8513,593
CVCC289RP,1269.9,8749,593
LPLUR88C8,1151.4,8740,593
89JCV0PCY,1343.8,9000,592
2Q22UC8YJ,1165.3,8589,592
YJCQL2RPR,1181.0,9000,592
LGVLRGRYG,1324.1,8841,592
G2JRCUQP,1186.8,8581,592
2UJ2Y8QUL,1291.0,8609,592
28CYY8PPU,1198.6,8620,592
RGV8999G2,1075.6,9000,592
PY9PJYRL0,1261.2,8530,592
URR0VCRVJ,1238.2,9000,591
G80Y8QR8,1144.8,8532,591
28VQQYQY2,1310.4,8501,591
2Q9LYCUY8,1246.7,8618,591
P28YGV2R,1297.0,9000,591
YLVLU0Y2J,1380.6,9000,591
LUULQ8R0L,1168.8,8728,591
2CR92VG98,1223.2,8500,591
CCJ0J0Q2L,1160.7,8736,590
92288GV2,1226.4,8584,590
2VLLQV8R0,1199.4,8615,590
J2YRG8CV,1308.4,9000,590
2CRU2GCJG,1071.8,9000,590
2Y8Q0VRVQ,1399.4,9000,590
9P989UJ8,1237.1,8623,590
988Y0QYQU,1287.8,8673,590
8VJQYPQGR,1331.7,9000,590
909Y90GL,1250.6,8639,590
9VGVCJJCL,1389.1,9000,589
2GCJQVJPV,1187.6,8746,589
C8RV909Y,1148.5,9000,589
92CLYPJU,1427.3,9000,589
JC2YLY2Q,1212.6,8581,589
2YVV2RRRR,1148.2,8597,589
90YRVRQQQ,1072.3,8730,589
8GPYURUYR,1168.7,9000,588
RR98RQC,1238.5,8622,588
C9LVC0R8Q,1131.1,8689,588
9CVGLL2Y,1366.0,9000,587
2UUUU8RCG,1150.5,8732,587
82YJCY2C,1284.2,9000,587
UU8VVG0V,1278.0,9000,587
LPC0QRJP,1208.7,8585,586
L2YJ8RGQ,1283.7,8558,586
UVVV8J0V9,1055.6,8529,586
8GYLUCUVQ,1098.2,8559,585
LUQV2YCC,1131.1,8530,585
8J0RGRYC,1337.8,9000,585
JC9ULC9P,1116.7,8500,585
8PG2GYQ9,1395.7,9000,585
UJLPVJ2P,1186.8,8595,585
99URCP8UV,1249.4,8723,585
8GJ0Q98Q8,1209.7,9000,585
8VYU0QPU,1092.5,8530,585
P2880CQ8G,1131.3,8152,585
8JLURV8J,1105.6,8709,584
CY0P9JY0,1342.0,8771,584
YVCRGGY2,1191.0,8501,584
UCJ9L8,1340.3,8566,584
8Q82C9LUC,1110.0,8530,584
LLJ0QG2,1239.4,8653,584
9LLLPLUC8,1238.5,8650,584
RCPLGJGGQ,1290.0,9000,584
28L0QRGJJ,1159.4,8200,583
909QLV80J,1123.0,8500,583
PG0GYJPU,1174.0,8533,583
GULQ9828P,1053.3,8500,583
8UGY2QC8P,1035.6,8861,583
R9G2Q8YV,1248.7,8611,583
9RJL0YVLU,1212.4,8531,582
8VVLU0QL,1336.2,9000,582
YUCYY9UPY,1259.6,8651,582
29CYJVRJR,1202.7,8684,582
2LR9JGUC,1174.1,8511,582
9C9YYU0V,1199.1,9000,582
9QP8QU29,1298.7,8500,582
8RC8UJVY,1277.9,9000,582
QCGVG8JRU,1302.2,8874,582
2UCVGU9Q,1114.5,8674,581
80RGP29R2,1115.3,8708,581
8PCC2080V,760.6,8500,581
8U8QJCLPC,1229.4,8509,581
P2CU22Q,1237.9,9000,581
P9CUC998J,1065.1,8532,581
YULJGCR0,1159.8,8534,580
229YL99J0,1075.1,8588,580
222PP82R9,1109.4,9000,580
8PJ9CP99Y,1344.7,8848,580
YQ00G9VV,1087.6,9000,580
9QGVLPY2C,1319.7,9000,580
2LPJ0QYGJ,1119.4,8532,579
LPGLLJRYR,1290.9,9000,579
PVR2UVQY,1100.6,8644,579
LQGC229Y,1216.6,9000,579
VJYGPJCY,1208.6,8920,579
UGYVRRQ,1219.3,8535,578
JGJGCY92,1202.9,8675,578
88GJQCY8U,1170.8,8591,578
U2YVVR88G,1200.6,9000,578
U8229QP8,1155.7,8530,578
JVU0LJLR8,1167.5,8623,578
2VG09CL0L,1181.0,8560,578
R9Y8URVJ,1249.7,8595,578
2YQCC2GVG,1166.0,8530,578
9JV9Y9JP,1061.3,8500,578
9QC0Y0L02,1222.6,8744,578
GRU9P92,1075.6,9000,578
2YVLGRR9L,1138.9,9000,578
92C2QQPLY,1301.7,8821,578
8922UVU9Q,1392.3,9000,577
R2G8U2PQL,1314.0,9000,577
PJUGGCQL,1294.1,9000,577
PLVVQ8828,1209.0,9000,577
2LCU8R2QQ,1120.5,8534,577
8C2VUPVLC,1216.8,9000,577
22JRJYJG9,1276.0,8530,577
8JQ20U9J,1190.0,8661,577
QR0J0G8CQ,1124.3,8500,577
RJUYGRQGC,1073.4,8731,576
UJRL02UV0,1219.4,8731,576
902CPC9UR,1248.5,8500,576
CJ09CQ89P,1077.9,8650,576
8V9820LC,1219.3,8680,576
G9V0CCJL,1310.0,8645,576
L9V9VRUYP,1166.3,9000,576
9VLQ09PUY,1140.0,8434,576
PU9CURPC,1055.0,9000,575
9PYP0QU9Y,1209.8,8609,575
RRV8CCJP,1080.2,8530,575
VYUG8CPC0,1113.8,8509,575
YUC8UG0C,1224.3,9000,575
RPUL88U9J,1236.2,8645,575
CCC2P90,988.2,8500,575
89QP0VQUG,1247.4,8583,574
CL0GV2JC,1073.4,9000,574
9VCJPJGC9,1207.4,8631,574
JPJQLUL0,1210.8,8563,574
920YGGCR9,1320.8,8664,574
PY0CYVU9,1040.1,8500,574
Y9C22PGQ,1185.2,8529,574
82UU09290,1148.6,9000,573
2J2C00VPR,1125.1,8566,573
88JL0JVC,1361.9,9000,573
9LUQJLYC,1142.8,9000,573
2YL8PCJGC,1281.4,9000,573
PQJJ28LL2,1293.0,9000,573
8L90QVUQR,1255.5,8522,573
RYRG08L,1243.5,8533,573
8C290UP8Y,1184.4,8560,573
290PQ9PJ8,1134.3,9000,572
GVRPPJPC,1220.2,8791,572
9Q20RULP,1283.2,8948,572
L8Y00LUP,1230.1,9000,572
2PU8VYY9Y,1282.6,8818,572
VVV0Y90U,1099.1,8707,572
29UYCLJJR,1104.2,9000,572
88PY22PQ,1170.8,8138,572
2Y9YVY000,1337.5,9000,572
9C2LPY92P,1279.3,8793,572
2J0QLRQ0,1194.8,8652,571
2YPQJRLL,1189.8,8650,571
8GQ0LL02,1160.3,8565,571
288L8UL9,1234.4,9000,571
99GLJU00,1187.4,8568,571
LPG00LL98,1219.7,9000,571
LGRYU0CLU,1107.0,8500,570
U0PUJ0JP,1112.8,9000,570
JLCQCQLJ,1365.3,9000,570
8QU0JQYG,1217.3,8735,570
2RUUYGQ9,1213.3,8523,570
2YLLRU9P,1201.2,8554,570
2LRJCC2VY,1147.8,8793,570
2G092C9PY,1143.9,8595,570
80QJPPVR8,1314.7,8816,570
RQRGQRJ0,1102.1,8480,569
2JQJUVRRG,1228.9,8593,569
8RVGR2UY,1392.2,9000,569
V29RGQPQR,1171.7,9000,569
YL20UJCJP,1098.8,9000,569
L8UCPV8GY,1074.1,9000,568
88PQ2RUYP,1169.4,9000,568
89L0P2JGV,1199.8,9000,568
YPYVVV8Q,1178.6,8623,568
P98R0R0V,1167.6,8753,568
82LCUV0G0,1275.6,8831,568
YQGRQG0J,1127.6,8661,568
JGRR88VP,1224.1,8805,567
Y8JCLPYL,1309.5,9000,567
8QV9G2UPR,1178.2,8530,567
98UP8UVP,1172.7,8690,567
R0YQP8V8V,1263.4,8584,567
8GRPUC9LC,1231.7,8500,567
29LCVG00L,1156.3,8571,567
UCUJLQQ89,1246.2,8653,567
CP9020L2,1354.4,9000,567
8R0LLV9Y,1050.1,8500,566
8Q9ULJY22,1136.6,8530,566
CPVUC0U9,1239.1,8815,566
2LJ8808Y9,1236.2,9000,566
PYCQR0L,1208.8,8732,566
RPJC9UCVL,1295.4,8646,566
2QG0CGRPY,1251.7,8903,566
8Q99QY2LQ,1131.8,8500,566
UJRGPV0LJ,1374.2,8506,565
2LQYQG9JJ,1282.7,9000,565
2UJ82QL8C,1382.4,9000,565
YGL20G2YU,1153.2,8500,565
8UYLVV08,1260.3,8626,565
290YJPPQ,1309.1,9000,565
Q2Y9PCQR,1161.0,8641,565
L0UUV99PV,1094.4,8517,565
2VRYQJUPJ,1250.2,8775,564
2LCQQ00UR,1146.1,8835,564
8UCQ0V0Q,1265.8,8648,564
89GV2L9U,1322.4,9000,564
RC2V0VG,1202.2,8564,564
8QQJV9YL9,1271.5,8500,564
G8JUR8U,1147.5,8212,564
LG2CJLU0P,1141.1,8616,564
2GJG8RLGG,1265.6,8655,564
JYJCV0QQ2,1253.5,8622,564
8LV82GPY,1185.0,8506,564
2QL2U8JQV,1089.4,8500,563
RGVQGV28,1211.2,8590,563
LPV9RCJC,1114.1,8888,563
Y0JU9RC0J,1169.6,8854,563
8P2VVVG92,1181.2,9000,563
20PJ9VQQ8,1113.3,8685,563
2J82P0YC9,1292.5,8790,563
8LPQRVP2,1324.1,8884,563
9989RLPG8,1186.5,8657,563
UVGLR298,1251.4,9000,563
UJV2YVVQJ,1242.3,8793,563
9JVJRVLU2,1258.4,8700,563
CCQYL80CY,1120.6,8520,563
8CQY0P2VQ,1184.2,8893,563
UJPVCCVPJ,1200.9,8648,563
J9QU9JJP,1380.9,9000,562
2LYQC2CP,1126.5,8500,562
JJC9JYVJ0,1087.9,8500,562
8VY88L8UQ,1237.5,8656,562
VRVQQ8,1210.4,8540,562
2U9YG8L0,1420.8,9000,562
GVGGGY0,1591.6,9000,562
8RU0QUVRL,1152.8,8592,562
9CVPYJRRC,1276.1,8645,562
R9Y82CJ,1263.0,9000,562
LU0QQ0CC,1169.8,8540,562
982GGGPGC,1180.9,8500,562
2RRUCQVPP,1079.7,8500,562
8CQ0LCCP2,1092.6,8562,562
200UR0QCJ,1218.5,8607,562
20GRCJU9C,1218.5,8667,561
CPV80QR90,1268.1,9000,561
8C8LYQGQV,1164.0,8535,561
8G8U2LQGP,1149.8,8751,561
2GQ9C09UP,1269.3,8804,561
LJQQJLRLR,1061.5,8689,561
8GRPJ,1342.4,8658,561
UC22YUJQ,1409.9,8920,561
2R2P88U2Q,1175.2,9000,561
9JJV0UPJ,1334.9,8696,561
JJ8YUY22,1239.3,8587,561
8JQCL0QC,1105.2,8500,561
PYYLRCPL,1110.3,8530,560
2L092RUVR,1203.3,9000,560
98LUJCGV,1252.0,9000,560
JQQYRC0,1256.8,9000,560
98CU08PP,1004.4,8500,560
9UR2PRJJJ,1187.8,9000,560
GJ02GCL0,1190.8,8550,560
V89VLVRQC,1309.6,8757,560
2YUU2PYLG,1139.6,9000,560
8P2Q0U2LQ,1412.3,9000,560
2L0PJUVGG,1254.8,8658,559
RV0UL9C,1270.9,8849,559
9J0J9VQGJ,1422.3,9000,559
98QV8L0C,1177.0,8530,559
PYY2GPCC,1135.2,8557,559
P2GL9G8U,1113.7,9000,559
Y088GY8U,1163.0,8169,559
2Y8PUJ8P8,1175.1,9000,559
89UUCCVP,1386.4,9000,559
QPVUJVY2,1149.0,8500,559
2CPQ9JG,1180.6,9000,559
PP2LLPVR0,1256.9,8560,558
20CP8CJ8P,1256.8,9000,558
2Y8YPC2,1250.0,8769,558
2J0YY0C0C,1279.0,8782,558
2L9CLGVVL,1202.0,8621,558
8002VLV0V,1128.1,8500,558
22CP88PUU,1069.2,9000,558
82Q2P88UL,1375.8,9000,558
20CG0UGR9,1262.9,8612,558
9CL8JRYL,1155.0,9000,558
R9L2VRY8,1384.2,9000,557
PGC9PYJJ,1114.5,8708,557
8L0JL0UL,1204.2,8707,557
9JY2J0GP,1050.5,8500,557
282LYQLU9,1160.2,9000,557
20P9C8G2,999.9,8530,557
UCUGU8PL,1081.3,8501,557
208Q28Y8G,1177.1,8825,557
V2GCYCC,1380.8,9000,557
Q0C200V,1239.2,9000,557
8CGLPPVYL,1240.8,9000,557
88GCPQJJP,1157.7,8530,557
P2PQRVGY,1033.1,9000,557
8VPGC9L99,1206.2,8540,556
P2VR9QVL2,1267.5,8625,556
2G0YJQJR2,1256.1,8760,556
9V2P8CQQ,1193.8,8621,556
9PLP88GLU,1276.5,9000,556
9CJ0V88G,1148.0,9000,556
LC0889RC,1460.0,9000,555
8C0L9009R,1207.2,8862,555
UQQ9Y2JC0,1322.5,8927,555
2P008VPG,1388.3,9000,555
YYRR2Y28G,1067.7,8546,555
YGJ0LG2V9,1131.9,8500,555
9CLPLLRU,1322.8,8840,555
299LCY8J,1240.5,9000,555
UUPY0CCGR,1403.9,9000,555
YUUQC0YGG,1264.3,8760,554
2LQ28RCQL,1404.2,8585,554
PLJRQCRGC,1213.2,8530,554
YCGYYYRGG,1256.2,8627,554
2QQVR9PCQ,1114.1,8500,554
9JY99PP90,1155.3,8739,554
CP09QUY8,1165.6,8521,554
8LGLCPPR,1089.3,9000,553
G09GQVL,1233.9,8624,553
9QL99VP0,1184.2,8500,553
PJCYJYL8V,1037.0,8804,553
229JCLYLY,1086.8,8503,553
PQR9CC2P,1077.1,8503,553
2J0P9VJLG,1332.5,9000,553
PQCVPUC2C,1259.8,8417,553
YUJJU2VGP,1277.3,8769,553
209QPY92U,1230.3,9000,552
Q82RPQGC9,1104.9,8500,552
89GCJ2U0,1227.9,8900,552
8Q80YGJY9,1240.1,9000,552
JLPLP9C0J,1204.4,8576,552
882VYPP9,1285.6,8715,552
2YPRG8J82,1136.8,8543,552
8GGQR2V,1275.1,8666,552
RGJC0P0,1193.0,8708,552
PGQJRRPC2,1174.3,9000,552
8V0PCVUL,1199.7,9000,552
8LCLU8JPC,1145.9,8232,552
9RJLCRCYJ,1256.1,9000,552
9UV8G2GVV,1197.9,9000,552
98C929PQ,1154.7,8504,552
V2G0828Q,1350.4,9000,551
RVP0PJQ9,1118.3,8556,551
99RV2PQCV,1112.1,9000,551
8P80UYYLR,1239.4,8525,551
2QV82QYJR,1170.9,8532,551
8V8JQQ0R,1070.2,8505,551
LJ298GPYL,1113.4,8531,551
2QCGCUPGL,1160.3,8641,551
900RQVGLJ,1156.6,8773,551
Q0QR08GJ,1288.4,8808,551
92YJQRJ,1242.9,8622,551
2PJPQULR2,1276.6,8685,550
YPVLJVVUQ,1175.3,8627,550
2C0Y29GJ,1262.0,9000,550
90V8RU8YL,1154.6,8664,550
22VULG88U,1294.9,8807,550
RJVPYCJP,1366.6,8713,550
8RLR9J9,1293.5,8692,550
8QJR0YPL,1114.6,8500,550
80Y0GGRVR,1207.8,8562,550
U2UPC00QJ,1207.6,8662,550
2YPGL9V2J,1206.7,8669,549
8JUQC8CGP,1103.3,8504,549
JL90VG,1155.8,8500,549
8V2CPQ800,1205.3,9000,549
2YV898CJV,1136.0,8500,549
8PL0U22G9,1073.8,8503,549
2GULLGP8,1251.8,8500,549
9Y98LYQJ,1252.0,8584,549
2Y88LYVLG,1237.6,8751,548
898LY829,1327.9,8620,548
9YGL0Y9RY,1236.1,8620,548
8V89LJ29C,1216.8,8617,548
YRQ80LRR,1407.3,8996,548
URY0U8QG,1091.3,8591,548
2J9202L9P,1132.3,9000,548
2RUP8RPR,1340.1,9000,548
JUY8P2RY9,1274.0,9000,548
QV9L9YQP,1163.8,8679,548
Y8VJPUYQ2,1377.6,8858,548
8Y0LYPP2L,1200.9,8719,548
9JV8J0LR,1252.9,8855,547
2QVQUR29L,1224.4,8623,547
9U0QUVJQ,1048.9,8500,547
PPJGP0PY0,1219.7,8618,547
8PC0P0LJ9,1155.9,8530,547
22VRJ0Y2,1336.0,9000,547
8RLQYQ0J9,1393.8,9000,547
89R9G2GGY,1143.8,9000,547
882CC92JG,1191.0,8705,547
2UCJL2ULY,1047.6,8472,547
2YYRCULUP,1217.8,9000,547
C92C0V,1180.2,8558,547
2GLC928GP,1197.7,8682,547
8LQJQRQPP,1152.5,8563,547
P8QPPJUYJ,1267.0,8506,547
22RJCQCR8,1109.1,9000,546
P0QYGLPP,1199.7,8644,546
2R22QQR8Y,1090.9,9000,546
L2YRR98V,1253.8,9000,546
R9V2RVL,1296.2,8797,546
92YYP8RYV,1094.5,8500,546
2U8JP88J0,1315.4,8804,546
2UVG9ULLP,1254.1,9000,546
2292RY9QC,1204.6,8560,546
2YCC8RVVG,1327.9,8760,546
