battle_time,game_mode,team_tag,team_name,team_cards,team_crowns,team_trophies,team_avg_level,opponent_tag,opponent_name,opponent_cards,opponent_crowns,opponent_trophies,opponent_avg_level,result,collected_at,team_evolved_cards,team_hero_cards,opponent_evolved_cards,opponent_hero_cards,team_tower_troop,opponent_tower_troop,team_elixir_leaked,opponent_elixir_leaked,team_ambiguous_cards,opponent_ambiguous_cards
20260803T202854.000Z,trail,29QQ8Y2YU,,X-Bow;Executioner;Goblin Drill;Goblin Demolisher;Dark Prince;Inferno Dragon;The Log;Inferno Tower,1,6,11.0,QLJ99G08J,xantana,Ronin;Knight;Zappies;Rune Giant;Rascals;Berserker;Musketeer;Elite Barbarian,3,6,11.0,Loss,2026-08-04T00:21:13.571122+00:00,,,,,Tower Princess,Tower Princess,5.29,15.56,,
20260730T114722.000Z,riverRacePvP,L2LPPUGCR,,Dart Goblin;Goblin Gang;Valkyrie;Goblin Barrel;Wall Breakers;Bomb Tower;The Log;Fireball,1,12304,15.75,UUL22PY0Y,EMRE CALİ,Hog Rider;Wizard;Magic Archer;Inferno Tower;Skeleton;Rocket;Prince;Goblin Gang,0,13308,14.88,Win,2026-08-04T00:21:33.909173+00:00,Dart Goblin,,,,,,2.41,0.0,Valkyrie,
20260803T234701.000Z,trail,2CC00G0R,,Heal Spirit;Barbarian Hut;Graveyard;Three Musketeers;Hunter;Zappies;Zap;Ram Rider,0,6,11.0,R0GCP0YYV,sebbe,Royal Giant;The Log;Giant Snowball;Executioner;Suspicious Bush;Electro Spirit;Goblin Barrel;Mega Knight,3,6,11.0,Loss,2026-08-04T00:21:54.650304+00:00,,,,,Tower Princess,Tower Princess,0.97,3.42,,
20260803T135844.000Z,trail,20P2PP2YC8,,P.E.K.K.A;Tesla;Three Musketeers;Electro Wizard;Rune Giant;Goblin Drill;Goblin Giant;Ice Spirit,1,2,11.0,CY02RGUU,ゾンバイオ,Tombstone;Royal Delivery;Inferno Tower;Fisherman;Poison;Heal Spirit;Giant Snowball;Hunter,0,2,11.0,Win,2026-08-04T00:22:12.701896+00:00,,,,,Tower Princess,Tower Princess,7.8,10.5,,
20260801T070037.000Z,PvP,RYV2PR9J,,Mega Knight;Barbarian Barrel;Firecracker;Hog Rider;Dark Prince;Ronin;Cannon;Skeleton,0,12327,14.5,P0CULGPP,DIALBY,Zap;Wizard;Bat;Lightning;Mirror;Giant Skeleton;Sparky;Golem,1,12355,16.0,Loss,2026-08-04T00:22:33.882938+00:00,Mega Knight;Firecracker,Barbarian Barrel,Zap;Bat,,Tower Princess,Tower Princess,3.25,4.2,,Wizard
20260803T201648.000Z,trail,2PG8GC8L8,,Goblin Drill;P.E.K.K.A;Night Witch;Witch;Executioner;Barbarian Barrel;Lava Hound;Arrows,3,10,11.0,9ULLQ9U0,stongeje,Goblin Giant;Wizard;Ronin;Elite Barbarian;Bandit;Mother Witch;Skeleton Barrel;Elixir Golem,0,10,11.0,Win,2026-08-04T00:23:22.034369+00:00,,,,,Tower Princess,Tower Princess,0.94,2.75,,
20260803T131010.000Z,trail,P9UL2QVY0,,Three Musketeers;Giant;Royal Delivery;Skeleton Army;X-Bow;Mortar;Ram Rider;Witch,0,3,11.0,RCV8VY08G,しら,Ronin;Skeleton Barrel;Zappies;Vines;Arrows;Mother Witch;Inferno Dragon;Royal Hogs,3,3,11.0,Loss,2026-08-04T00:23:44.816250+00:00,,,,,Tower Princess,Tower Princess,7.57,0.79,,
20260803T100725.000Z,trail,2RC9U8QCY,,Goblin Demolisher;Goblin Barrel;Tombstone;P.E.K.K.A;Poison;Vines;Knight;Tesla,2,1,11.0,2Y9QJYRUP,Alexandar23,Night Witch;Zappies;Elixir Golem;Valkyrie;Mother Witch;Lava Hound;Ice Wizard;Inferno Tower,1,1,11.0,Win,2026-08-04T00:24:08.989091+00:00,,,,,Tower Princess,Tower Princess,8.3,7.7,,
20260803T142538.000Z,trail,CYG9QCURP,,Royal Hogs;Dark Prince;Wizard;Bandit;Flying Machine;Golem;Goblin Giant;Furnace,2,5,11.0,UGYUUY8GG,Ehsan,Elixir Golem;Executioner;Musketeer;Vines;Fisherman;Zap;Zappies;Arrows,1,5,11.0,Win,2026-08-04T00:24:30.481179+00:00,,,,,Tower Princess,Tower Princess,9.57,14.56,,
20260802T143901.000Z,PvP,CJJPY99PR,,Battle Ram;Knight;Baby Dragon;Firecracker;Skeleton Army;Bat;Ronin;Dart Goblin,0,12112,14.88,V9VYLCGGC,Joe,Rascals;Cannon Cart;Barbarian Barrel;Miner;Skeleton Barrel;Bat;Mortar;Goblins,1,12118,14.25,Loss,2026-08-04T00:24:53.200845+00:00,Battle Ram;Baby Dragon,,,Barbarian Barrel,Tower Princess,Tower Princess,0.0,0.46,Knight,
20260804T001633.000Z,PvP,VRU0RCY9V,,Inferno Dragon;Golden Knight;Executioner;Tornado;Zappies;Freeze;Graveyard;Bowler,0,12392,15.12,VJG9GLRC,Morphi,Mega Knight;Elite Barbarian;Wizard;Ronin;Skeleton Army;Minion;Tornado;Hog Rider,1,12389,15.5,Loss,2026-08-04T00:25:17.722006+00:00,Inferno Dragon;Executioner,,,,Tower Princess,Tower Princess,1.41,3.41,,Wizard
20260803T201316.000Z,riverRacePvP,20R8CYVUV8,,Wizard;Elixir Golem;Firecracker;Mini P.E.K.K.A;Arrows;Hunter;Baby Dragon;Tesla,0,12776,13.25,P8CVVYQ8J,readerr,Ice Spirit;Freeze;Goblin Cage;Electro Giant;Flying Machine;Prince;The Log;Clone,3,13662,14.12,Loss,2026-08-04T00:26:10.632624+00:00,Firecracker,,Goblin Cage,,,,0.9,4.66,Wizard,
20260803T221210.000Z,PvP,Q9LP092JJ,,Skeleton Army;Berserker;Wall Breakers;Miner;Royal Delivery;Skeleton;Magic Archer;Bomb Tower,0,12118,15.12,L2J8GYLC8,jhonny wo,Firecracker;Mini P.E.K.K.A;Witch;Mega Knight;The Log;Skeleton Army;Hog Rider;Goblin Barrel,1,12127,15.38,Loss,2026-08-04T00:26:31.081226+00:00,Skeleton Army;Wall Breakers,,Firecracker,Mini P.E.K.K.A,Tower Princess,Tower Princess,0.0,0.0,,
20260803T192631.000Z,trail,LJRL8YV0G,,Arrows;Ice Spirit;Royal Delivery;Royal Hogs;The Log;Heal Spirit;Graveyard;Inferno Tower,3,4,11.0,YY92Y2Y8C,-----,Berserker;X-Bow;Ice Wizard;Royal Giant;P.E.K.K.A;Goblin Drill;Elite Barbarian;Vines,2,4,11.0,Win,2026-08-04T00:26:51.967300+00:00,,,,,Tower Princess,Tower Princess,4.6,1.7,,
20260803T143846.000Z,trail,VVJQ88VGU,,Elite Barbarian;Knight;Golem;The Log;Heal Spirit;Poison;Mortar;Zap,3,2,11.0,20QRPY0VG,kronbi,Rocket;Giant;Goblin Demolisher;Zappies;Three Musketeers;Lava Hound;Goblin Hut;Rage,0,2,11.0,Win,2026-08-04T00:27:10.126146+00:00,,,,,Tower Princess,Tower Princess,12.59,7.68,,
20260802T120159.000Z,PvP,2VGGC8UYP,,Valkyrie;Mini P.E.K.K.A;Witch;Elixir Golem;Hog Rider;Elite Barbarian;Minion Horde;Skeleton,0,12859,16.0,P8U98CGQG,Hoosier Daddy,Firecracker;Bomb Tower;Mega Knight;Baby Dragon;Valkyrie;Guard;Arrows;Bat,1,12868,15.62,Loss,2026-08-04T00:27:26.725389+00:00,Witch,Mini P.E.K.K.A,Firecracker;Mega Knight,,Tower Princess,Tower Princess,4.39,6.67,Valkyrie,
20260802T100720.000Z,riverRacePvP,8LJJUGGYG,,Cannon Cart;Knight;Royal Giant;Bat;Mega Minion;Wizard;Fireball;Goblin Gang,1,12500,15.25,9CLQGGY8,NapSter,Wizard;Golden Knight;Royal Giant;Prince;Earthquake;Rage;Bat;Dart Goblin,2,13150,15.25,Loss,2026-08-04T00:27:40.537256+00:00,,,Royal Giant,,,,4.21,1.27,Knight,Wizard
20260731T112901.000Z,riverRacePvP,QLRR8G2Q2,,Elite Barbarian;Executioner;Baby Dragon;Dart Goblin;Goblin Gang;Spear Goblin;Furnace;Knight,1,12100,15.38,CJJJC0QVG,sp.lekz,Royal Giant;Ice Golem;Skeleton Army;Royal Ghost;Firecracker;Musketeer;Royal Delivery;Cannon,0,11725,14.0,Win,2026-08-04T00:27:56.916012+00:00,Baby Dragon,,Skeleton Army,Ice Golem,,,1.04,9.41,,
20260731T123421.000Z,PvP,VJPRQPR0L,,Skeleton Army;Goblin Barrel;Valkyrie;Arrows;Prince;Executioner;Cannon;Princess,0,12177,15.38,GUVPJVUYY,아뭐하지,Mega Knight;Musketeer;Cannon;Skeleton;Hog Rider;The Log;Firecracker;Fireball,1,12161,14.88,Loss,2026-08-04T00:28:45.234479+00:00,Skeleton Army,,Mega Knight;Cannon,,Tower Princess,Tower Princess,6.46,5.24,Valkyrie,Musketeer
20260731T142403.000Z,riverRaceDuelColosseum,PJ02LLC0R,,P.E.K.K.A;Magic Archer;Golden Knight;Skeleton Army;Ronin;Barbarian Barrel;Cannon;Battle Healer;Valkyrie;Giant;Dart Goblin;Goblin Gang;Princess;Rage;Three Musketeers;Knight,3,12530,14.69,88GV89Q2L,Ben,P.E.K.K.A;Dart Goblin;Archer;Elite Barbarian;Prince;Valkyrie;Rage;Bandit;Balloon;Fireball;Hog Rider;Arrows;Minion Horde;Lumberjack;Mega Knight;Electro Wizard,1,12178,14.56,Win,2026-08-04T00:29:01.332605+00:00,P.E.K.K.A;Dart Goblin,Magic Archer;Giant,P.E.K.K.A,,,,1.32,1.49,Valkyrie,
20260803T161921.000Z,PvP,G0298GRL,,Zap;Elite Barbarian;Dart Goblin;Lumberjack;Rage;Electro Wizard;Skeleton Army;Ronin,2,12370,15.5,8PPPRQCJJ,SimiElKing,Mortar;Firecracker;Berserker;Mega Knight;Goblin Barrel;Princess;Poison;Bat,1,12369,16.0,Win,2026-08-04T00:29:21.639558+00:00,Zap;Dart Goblin,,Mortar,,Tower Princess,Tower Princess,11.67,3.28,,
20260802T223304.000Z,PvP,200Y2VYRUQ,,Witch;Knight;Mega Knight;Mini P.E.K.K.A;The Log;Tesla;Ronin;Fireball,0,12468,15.0,82C8LLQ0J,kode47ina._,Mega Knight;Mini P.E.K.K.A;Executioner;Dart Goblin;Ram Rider;Bomber;The Log;Skeleton,1,12495,15.0,Loss,2026-08-04T00:29:37.056856+00:00,Witch;Mega Knight,,Mega Knight;Executioner,Mini P.E.K.K.A,Tower Princess,Tower Princess,4.94,9.11,Knight,
20260728T204833.000Z,PvP,20CPQL8P,,Mega Knight;Balloon;Witch;Executioner;Firecracker;Elixir Golem;Arrows;Fireball,2,12270,15.38,VRL9VU8G9,Leon Hense,Barbarian;Skeleton Army;Baby Dragon;Prince;Zap;Mini P.E.K.K.A;Electro Wizard;Spear Goblin,3,12270,16.0,Loss,2026-08-04T00:29:52.673612+00:00,Mega Knight;Witch,Balloon,Barbarian;Baby Dragon,,Royal Chef,Tower Princess,0.46,0.0,,
20260728T163400.000Z,PvP,9YJR9UQ8J,,Mega Knight;Knight;Dark Prince;Bandit;Freeze;Dart Goblin;Skeleton;Skeleton Barrel,2,12261,15.62,20GUVRJR2V,BoldFrieza,Witch;Golden Knight;Mega Knight;Elixir Golem;Minion Horde;Wizard;Royal Hogs;Mirror,1,12261,15.62,Win,2026-08-04T00:30:09.488674+00:00,Mega Knight,Dark Prince,Witch;Mega Knight,,Tower Princess,Tower Princess,1.03,0.0,Knight,
20260729T043458.000Z,trail,R0PUV8P9L,,Cannon;Mini P.E.K.K.A;Goblin Gang;Goblin Barrel;Princess;The Log;Ice Spirit;Knight,0,,11.0,8998YPJPJ,Саня,Executioner;Goblins;Ice Spirit;Rocket;Tornado;Hog Rider;Ronin;The Log,1,,11.0,Loss,2026-08-04T00:30:29.174099+00:00,Cannon,Mini P.E.K.K.A,Executioner;Ice Spirit,Goblins,Tower Princess,Tower Princess,2.17,0.04,,
20260803T230658.000Z,PvP,20PPQUCPPV,,Witch;Bowler;Giant Snowball;Minion;Mini P.E.K.K.A;Graveyard;Arrows;Giant,0,12267,16.0,V2PL2YJ0Y,filthy,Skeleton Army;Barbarian Barrel;Skeleton King;Mini P.E.K.K.A;Cannon;Dart Goblin;Princess;Skeleton Barrel,1,12267,15.88,Loss,2026-08-04T00:31:23.214925+00:00,Witch;Giant Snowball,Bowler,Skeleton Army,Barbarian Barrel,Tower Princess,Tower Princess,0.89,2.41,,
20260803T123653.000Z,PvP,8CPY2RPJL,,Skeleton Army;Mini P.E.K.K.A;Royal Hogs;Ronin;Minion;Rage;Mirror;Baby Dragon,2,12376,15.25,QQ2CRPPPR,Pai do Verde,P.E.K.K.A;Wizard;Barbarian Barrel;Tesla;Bat;Arrows;Hog Rider;Ice Spirit,0,12356,16.0,Win,2026-08-04T00:31:53.196910+00:00,Skeleton Army;Royal Hogs,Mini P.E.K.K.A,P.E.K.K.A,Barbarian Barrel,Tower Princess,Tower Princess,5.41,12.41,,Wizard
20260802T153430.000Z,PvP,QC9C2PUV,,Firecracker;Mini P.E.K.K.A;Mega Knight;Hog Rider;Dart Goblin;Ronin;Zappies;Skeleton Army,1,12390,15.0,Y0Q28JRLQ,hayzunn,Dart Goblin;Knight;Valkyrie;Hog Rider;Tesla;Skeleton;Ice Spirit;Zap,2,12389,15.25,Loss,2026-08-04T00:32:18.481598+00:00,Firecracker;Mega Knight,Mini P.E.K.K.A,Dart Goblin,,Royal Chef,Tower Princess,0.15,0.0,,Valkyrie;Knight
20260802T201939.000Z,PvP,C8PY8JPYQ,,Witch;Golden Knight;Magic Archer;Valkyrie;Tesla;Freeze;Electro Wizard;Goblin Curse,0,12350,15.12,JY8JQLVUC,NandoElArgento,Barbarian;Wizard;Royal Hogs;Minion Horde;Mega Knight;Executioner;Mirror;Rage,1,12332,15.88,Loss,2026-08-04T00:32:35.771794+00:00,Witch,Magic Archer,Barbarian;Royal Hogs,,Tower Princess,Tower Princess,3.31,1.66,,Wizard
20260803T051741.000Z,PvP,G2UL9UCG,,Rocket;Ice Spirit;Goblin Gang;Princess;Valkyrie;Inferno Tower;The Log;Goblin Barrel,1,12782,15.25,VC2JY9V8Q,ElectricDemon,Minion Horde;Boss Bandit;Executioner;Hog Rider;Guard;Elite Barbarian;Zap;Freeze,0,12782,15.88,Win,2026-08-04T00:32:53.746400+00:00,,,Minion Horde;Executioner,,Tower Princess,Tower Princess,5.17,3.31,,
20260803T093900.000Z,PvP,V0880J9L8,,Mega Knight;Magic Archer;Hunter;Dark Prince;Ronin;Prince;Ice Spirit;Valkyrie,0,12659,14.88,GGYQRJQJC,chester,Firecracker;Inferno Dragon;Mega Knight;Elixir Golem;Freeze;Prince;Bat;Zap,3,12695,16.0,Loss,2026-08-04T00:33:11.879791+00:00,Mega Knight;Hunter,Magic Archer,Firecracker;Mega Knight,,Tower Princess,Dagger Duchess,0.88,2.67,,
20260729T022332.000Z,PvP,2Q0P0RCR,,Mega Knight;Knight;Dark Prince;Ronin;Princess;Bomber;Flying Machine;Firecracker,1,12330,15.75,VRU0Y0LC2,lélé,Royal Recruits;Mini P.E.K.K.A;Monk;Elixir Collector;Rage;Three Musketeers;Heal Spirit;Arrows,0,12330,15.75,Win,2026-08-04T00:33:31.389734+00:00,Mega Knight,Dark Prince,Royal Recruits,Mini P.E.K.K.A,Tower Princess,Tower Princess,1.39,8.41,Knight,
20260730T140306.000Z,PvP,LRV0P0G0Q,,Executioner;Dark Prince;Ice Spirit;Elite Barbarian;Electro Wizard;The Log;Hog Rider;P.E.K.K.A,1,12488,15.75,RJLQ0U0,lecny,P.E.K.K.A;Magic Archer;Royal Ghost;Battle Ram;Electro Wizard;Fireball;Zap;Ronin,0,12460,15.5,Win,2026-08-04T00:34:19.147386+00:00,Executioner;Ice Spirit,,P.E.K.K.A;Royal Ghost,Magic Archer,Tower Princess,Tower Princess,1.07,5.17,,
20260802T222234.000Z,PvP,GV829UPQ8,,Ice Spirit;Ice Golem;Musketeer;Fireball;Cannon;Skeleton;Hog Rider;The Log,2,12501,15.75,VRQ0Q2PJY,ZZlunarhisoka,Dart Goblin;Bomber;Skeleton Barrel;Giant Skeleton;Zap;Clone;Ram Rider;Mirror,1,12518,15.75,Win,2026-08-04T00:34:35.585744+00:00,Ice Spirit,Ice Golem,Dart Goblin;Skeleton Barrel,,Tower Princess,Tower Princess,1.88,0.0,Musketeer,
20260802T125414.000Z,PvP,V8GC089V0,,Witch;Magic Archer;Royal Hogs;Mini P.E.K.K.A;Prince;Inferno Dragon;Elite Barbarian;Wizard,0,12182,15.25,Q02QL8Y8G,PRITYKING,Mega Knight;Ice Golem;Wizard;Skeleton Army;Valkyrie;Electro Wizard;Inferno Tower;Royal Hogs,1,12183,15.62,Loss,2026-08-04T00:34:52.798622+00:00,Witch;Royal Hogs,Magic Archer,Mega Knight,Ice Golem,Tower Princess,Tower Princess,2.41,9.27,,Wizard
20260729T033131.000Z,PvP,C0C8Q299G,,Ice Spirit;Goblins;Goblin Barrel;Dart Goblin;Ronin;The Log;Electro Spirit;Cannon,3,12015,15.75,LQGQG89LP,jabin bustamant,Witch;Golden Knight;Valkyrie;Musketeer;Hog Rider;The Log;Bat;Mini P.E.K.K.A,0,12030,14.75,Win,2026-08-04T00:35:10.440475+00:00,Ice Spirit;Goblin Barrel,,Witch,,Tower Princess,Tower Princess,5.6,1.6,,Valkyrie
20260803T151353.000Z,trail,G8PQUP,,Dart Goblin;Barbarian Hut;Elite Barbarian;Executioner;Night Witch;Suspicious Bush;Mortar;Golem,3,14,11.0,YPYYQ0R,Böna Bönsson,Royal Delivery;Witch;Mother Witch;Dark Prince;Barbarian Barrel;Arrows;Tombstone;Goblin Drill,0,14,11.0,Win,2026-08-04T00:35:26.755625+00:00,,,,,Tower Princess,Tower Princess,4.88,19.88,,
20260803T162041.000Z,trail,GU20LQYJC,,X-Bow;Dark Prince;Rascals;Giant;Dart Goblin;Zap;Fisherman;Inferno Tower,1,4,11.0,VY8QPVQ0R,oleksilavra,Mortar;Golem;Elixir Golem;Princess;Goblin Giant;Royal Delivery;Three Musketeers;Inferno Dragon,3,4,11.0,Loss,2026-08-04T00:35:43.396770+00:00,,,,,Tower Princess,Tower Princess,4.45,3.23,,
20260803T104520.000Z,PvP,20YJGJ8P09,,Witch;Golden Knight;Royal Hogs;Fireball;Royal Delivery;Ronin;The Log;Tesla,3,12389,15.25,2QGQLQR92,kgb972,Valkyrie;Witch;Bat;Balloon;Mirror;Tornado;Giant Skeleton;Elixir Golem,2,12389,16.0,Win,2026-08-04T00:36:35.388324+00:00,Witch;Royal Hogs,,,,Tower Princess,Royal Chef,0.05,2.51,,Valkyrie
20260802T072303.000Z,PvP,8L0CJQ8Y9,,Skeleton Army;Knight;Dart Goblin;Executioner;Tornado;Ronin;Wall Breakers;Zap,3,12155,15.12,V9VU8G8GR,VIKING,Mega Knight;Wizard;Battle Ram;Minion;Rocket;Goblin Gang;Freeze;Inferno Tower,0,12158,14.75,Win,2026-08-04T00:36:52.215429+00:00,Skeleton Army;Dart Goblin,,Mega Knight;Battle Ram,,Tower Princess,Tower Princess,3.74,16.95,Knight,Wizard
20260730T151836.000Z,PvP,PV9PRL99C,,Wizard;P.E.K.K.A;Boss Bandit;Rocket;Minion Horde;Elite Barbarian;Goblin Barrel;Valkyrie,0,12278,15.5,LG8UY82UP,pequeño juli,Tesla;Knight;Archer;X-Bow;Fireball;Elixir Collector;The Log;Skeleton,1,12270,15.75,Loss,2026-08-04T00:37:05.369598+00:00,,,Tesla;Archer,,Tower Princess,Tower Princess,4.89,1.41,Wizard,Knight
20260803T105229.000Z,PvP,Y9UL2JJU,,Mortar;Bat;Skeleton Army;Goblin Gang;Minion;Miner;Princess;The Log,2,12315,15.38,VJJR0VU92,Lion,Goblin Giant;Dark Prince;Zap;Elite Barbarian;Sparky;Rage;Electro Wizard;Heal Spirit,1,12315,15.38,Win,2026-08-04T00:37:20.656780+00:00,Mortar;Skeleton Army,,Goblin Giant;Zap,Dark Prince,Dagger Duchess,Tower Princess,0.0,0.67,,
20260803T213741.000Z,trail,P0VLV8Q0,,Skeleton Barrel;Dart Goblin;Graveyard;Elixir Golem;Rascals;Elite Barbarian;Poison;Arrows,3,1,11.0,20R0GPR9UR,maay,Heal Spirit;Wizard;P.E.K.K.A;Goblin Demolisher;Goblin Hut;Princess;Firecracker;Goblin Drill,0,1,11.0,Win,2026-08-04T00:37:38.110941+00:00,,,,,Tower Princess,Tower Princess,5.78,23.22,,
20260802T123228.000Z,PvP,QCYRR09CP,,Mega Knight;Wizard;Witch;The Log;Hog Rider;Freeze;Minion Horde;Archer,0,12302,15.0,JV9CJV2QP,死亡,Valkyrie;Ronin;Mega Knight;Witch;Arrows;Fireball;Balloon;Bomb Tower,1,12334,15.25,Loss,2026-08-04T00:37:52.941760+00:00,Mega Knight;Witch,,,,Tower Princess,Tower Princess,6.57,14.77,Wizard,Valkyrie
20260730T012610.000Z,PvP,20RJQ0UYJU,,Witch;Golden Knight;Knight;Fireball;The Log;Goblin Barrel;Tesla;Skeleton Army,1,12422,15.12,9RLU08G2V,MJM,Firecracker;Little Prince;Inferno Dragon;Goblin Barrel;Giant Skeleton;Battle Healer;Arrows;Princess,0,12407,15.88,Win,2026-08-04T00:38:07.233950+00:00,Witch,,Firecracker;Inferno Dragon,,Tower Princess,Tower Princess,1.27,1.46,Knight,
20260803T205805.000Z,PvP,QV88PPP8G,,Princess;Mighty Miner;Skeleton;Goblin Barrel;Rocket;Cannon;Barbarian Barrel;Ice Spirit,0,12062,14.12,C9LQ9RJUP,JESUS :),Mega Knight;Mini P.E.K.K.A;Witch;Valkyrie;Goblin Barrel;Firecracker;Electro Wizard;Arrows,1,12058,15.25,Loss,2026-08-04T00:39:00.426800+00:00,Princess;Skeleton,,Mega Knight;Witch,Mini P.E.K.K.A,Tower Princess,Tower Princess,2.75,5.59,,
20260802T034741.000Z,PvP,VJ8P98UYP,,Mega Knight;Valkyrie;Witch;Tesla;Spear Goblin;Archer;Wall Breakers;The Log,1,12365,14.88,2Q2P90CL0,NERGES♤D,Firecracker;Bat;Knight;Royal Hogs;Mini P.E.K.K.A;Fireball;The Log;Goblin Gang,0,12394,16.0,Win,2026-08-04T00:39:26.994416+00:00,Mega Knight;Witch,,Firecracker,,Tower Princess,Tower Princess,1.42,2.41,,Knight
20260802T064748.000Z,PvP,29UJ2QQQC,,Mega Knight;Knight;Musketeer;Tesla;Hog Rider;Electro Spirit;Arrows;Fireball,0,12283,15.88,20V9L88CV0,Freysa,Wizard;Golden Knight;Valkyrie;Arrows;Giant;Skeleton Army;Prince;Mini P.E.K.K.A,3,12284,15.25,Loss,2026-08-04T00:39:43.396327+00:00,Mega Knight,,,,Tower Princess,Tower Princess,10.38,0.1,Musketeer;Knight,Wizard;Valkyrie
20260802T083648.000Z,PvP,VR0GJRUQQ,,Mega Knight;Golden Knight;Wizard;The Log;Ram Rider;Archer;Skeleton Army;Inferno Tower,3,12264,14.5,2G0PCJ89V,danielo,Princess;Ice Golem;Valkyrie;Firecracker;Bomber;Tesla;Miner;Goblin Barrel,0,12265,15.12,Win,2026-08-04T00:39:59.635345+00:00,Mega Knight,,Princess,Ice Golem,Tower Princess,Tower Princess,0.39,15.53,Wizard,Valkyrie
20260727T193919.000Z,PvP,PJLGJQPQ,,Firecracker;Ice Spirit;Witch;Hog Rider;Mini P.E.K.K.A;Fireball;P.E.K.K.A;Zap,1,12190,15.38,R2QLJ9GCU,mickjegg,Executioner;Knight;Tesla;Rocket;Goblin Gang;Tornado;The Log;Goblin Barrel,0,12199,14.5,Win,2026-08-04T00:40:14.790842+00:00,Firecracker;Witch,,Executioner;Tesla,,Tower Princess,Tower Princess,2.25,7.41,,Knight
20260802T000600.000Z,PvP,Y2CLU22LR,,Executioner;Knight;Tesla;Electro Spirit;Fireball;Hog Rider;The Log;Skeleton,0,12354,14.75,20CGQ8Q2C9,KRONOS.JS,P.E.K.K.A;Magic Archer;Baby Dragon;Battle Ram;Fireball;Ronin;Arrows;Bat,3,12323,14.5,Loss,2026-08-04T00:40:35.223820+00:00,Executioner;Tesla,,P.E.K.K.A;Baby Dragon,Magic Archer,Tower Princess,Tower Princess,3.38,2.85,Knight,
20260803T222243.000Z,PvP,UL2YQCV8R,,Witch;Wizard;Balloon;Electro Giant;Elite Barbarian;Furnace;Rage;Freeze,0,12128,15.75,VRQ0PQC2L,abel,Skeleton Army;Skeleton King;Mortar;Goblin Curse;Mini P.E.K.K.A;Princess;Minion;Wall Breakers,1,12128,15.0,Loss,2026-08-04T00:40:52.714810+00:00,Witch,Balloon,Skeleton Army;Mortar,,Dagger Duchess,Tower Princess,2.07,1.03,Wizard,
20260802T103349.000Z,trail,V0YV9G22,,Mega Knight;Barbarian Barrel;Executioner;Bat;Earthquake;Electro Wizard;Baby Dragon;Ronin,1,,11.0,R8G00UQ9U,päūlø,Dart Goblin;Knight;Tesla;Rocket;X-Bow;Skeleton;Barbarian Barrel;Electro Spirit,0,,11.0,Win,2026-08-04T00:41:39.753447+00:00,Mega Knight;Executioner,Barbarian Barrel,Dart Goblin,,Dagger Duchess,Tower Princess,9.9,26.9,,Knight
20260801T194558.000Z,trail,Q8Q9RCRYR,,Mega Knight;Wizard;Tombstone;Ronin;Goblin Barrel;Zap;Hog Rider;Dart Goblin,1,,11.0,YC0UYQQR9,BELKEBAB_974,Mega Knight;Mini P.E.K.K.A;Executioner;Bomber;Hog Rider;Poison;Inferno Tower;The Log,0,,11.0,Win,2026-08-04T00:41:54.356074+00:00,Mega Knight,Tombstone,Mega Knight;Executioner,Mini P.E.K.K.A,Tower Princess,Tower Princess,0.72,2.07,Wizard,
20260728T223539.000Z,riverRacePvP,GVLCGYUY8,,Knight;Balloon;Wizard;Goblin Gang;Lumberjack;Arrows;Baby Dragon;Inferno Tower,2,12165,15.38,29GY29Y2G,Rämón,Firecracker;Mini P.E.K.K.A;Magic Archer;Electro Wizard;Lumberjack;Royal Hogs;The Log;Tornado,0,12419,14.62,Win,2026-08-04T00:42:09.016743+00:00,,Balloon,Firecracker,Mini P.E.K.K.A;Magic Archer,,,13.98,18.16,Knight;Wizard,
20260803T185651.000Z,trail,LC9U9PRQP,,Baby Dragon;Balloon;Bowler;Barbarian Barrel;Inferno Dragon;Lumberjack;Tornado;Freeze,0,,11.0,20Y9PCGQC8,canisba,Skeleton;Wizard;Wall Breakers;Ronin;Ice Spirit;Arrows;Tombstone;Dart Goblin,3,,11.0,Loss,2026-08-04T00:42:24.310311+00:00,Baby Dragon,Balloon;Bowler,Skeleton;Wall Breakers,,Tower Princess,Tower Princess,16.5,0.0,,Wizard
20260803T131613.000Z,trail,VV8LQ2LJ,,Mega Knight;Wizard;Princess;Guard;Ronin;Arrows;Hog Rider;Firecracker,1,,11.0,R0VQLGPC8,LAW⚡ NIGHT,Skeleton;Cannon;Archer Queen;Hog Rider;Giant Skeleton;Earthquake;Fire Spirit;The Log,0,,11.0,Win,2026-08-04T00:42:38.897880+00:00,Mega Knight;Princess,,Skeleton,,Tower Princess,Dagger Duchess,4.12,5.4,Wizard,
20260729T180708.000Z,PvP,CRQRRGGJ9,,Mortar;Knight;Dart Goblin;Royal Delivery;Skeleton Barrel;Ice Spirit;Fireball;Cannon Cart,1,12224,15.38,JV2UJ8RC,AIRES,Musketeer;Giant;Executioner;Mega Minion;Zap;Lightning;Ice Wizard;Princess,0,12224,15.5,Win,2026-08-04T00:42:54.877140+00:00,Mortar;Dart Goblin,,Executioner,Giant,Tower Princess,Tower Princess,0.42,0.1,Knight,Musketeer
